x,y
892,486
891,487
888,487
887,488
884,488
883,489
880,489
879,490
876,490
875,491
872,491
871,492
869,492
868,493
865,493
864,494
861,494
860,495
857,495
856,496
854,496
853,497
850,497
849,498
846,498
845,499
843,499
842,500
839,500
838,501
836,501
835,502
832,502
831,503
829,503
828,504
825,504
824,505
821,505
820,506
818,506
817,507
815,507
814,508
811,508
810,509
808,509
807,510
805,510
804,511
801,511
800,512
798,512
797,513
795,513
794,514
791,514
790,515
788,515
787,516
785,516
784,517
782,517
781,518
779,518
778,519
776,519
775,520
773,520
772,521
770,521
769,522
767,522
766,523
764,523
763,524
761,524
760,525
758,525
757,526
755,526
754,527
752,527
751,528
750,528
749,529
747,529
746,530
744,530
743,531
741,531
740,532
739,532
738,533
736,533
735,534
733,534
732,535
731,535
730,536
728,536
727,537
725,537
724,538
723,538
722,539
720,539
719,540
718,540
717,541
716,541
715,542
713,542
712,543
711,543
710,544
708,544
707,545
706,545
705,546
704,546
703,547
701,547
700,548
698,548
696,550
694,550
693,551
692,551
691,552
690,552
689,553
687,553
685,555
683,555
682,556
681,556
680,557
679,557
678,558
677,558
676,559
674,559
673,560
672,560
671,561
670,561
669,562
668,562
667,563
665,563
664,564
663,564
662,565
661,565
659,567
657,567
656,568
655,568
654,569
653,569
652,570
651,570
650,571
649,571
648,572
647,572
646,573
645,573
644,574
642,574
641,575
640,575
639,576
638,576
637,577
636,577
635,578
634,578
632,580
630,580
629,581
628,581
627,582
626,582
624,584
623,584
622,585
621,585
620,586
619,586
618,587
617,587
616,588
615,588
614,589
613,589
612,590
611,590
610,591
609,591
608,592
607,592
605,594
604,594
603,595
602,595
601,596
600,596
599,597
598,597
597,598
596,598
595,599
594,599
593,600
592,600
591,601
590,601
588,603
587,603
586,604
585,604
584,605
583,605
581,607
580,607
579,608
578,608
577,609
576,609
574,611
573,611
572,612
571,612
570,613
569,613
567,615
566,615
565,616
564,616
562,618
561,618
560,619
559,619
557,621
556,621
555,622
554,622
552,624
551,624
550,625
549,625
547,627
546,627
544,629
543,629
542,630
541,630
539,632
538,632
536,634
535,634
534,635
533,635
531,637
530,637
528,639
527,639
525,641
524,641
522,643
521,643
519,645
518,645
516,647
515,647
513,649
512,649
509,652
508,652
506,654
505,654
503,656
502,656
499,659
498,659
496,661
495,661
492,664
491,664
488,667
487,667
485,669
484,669
481,672
480,672
476,676
475,676
472,679
471,679
467,683
466,683
462,687
461,687
457,691
456,691
451,696
450,696
445,701
444,701
436,709
435,709
425,719
424,719
393,750
393,751
384,760
384,761
377,768
377,769
372,774
372,775
367,780
367,781
363,785
363,786
360,789
360,790
356,794
356,795
353,798
353,799
351,801
351,802
348,805
348,806
346,808
346,809
343,812
343,813
341,815
341,816
340,817
340,818
338,820
338,821
336,823
336,824
334,826
334,827
332,829
332,830
331,831
331,832
329,834
329,835
327,837
327,838
326,839
326,840
325,841
325,842
323,844
323,845
322,846
322,847
320,849
320,850
319,851
319,852
318,853
318,854
317,855
317,856
315,858
315,860
313,862
313,863
312,864
312,865
311,866
311,867
310,868
310,869
309,870
309,871
308,872
308,874
307,875
307,876
305,878
305,880
304,881
304,882
303,883
303,884
302,885
302,886
301,887
301,889
300,890
300,891
299,892
299,894
298,895
298,896
297,897
297,899
296,900
296,901
295,902
295,904
294,905
294,906
293,907
293,909
292,910
292,912
291,913
291,914
290,915
290,917
289,918
289,920
288,921
288,923
287,924
287,926
286,927
286,929
285,930
285,932
284,933
284,935
283,936
283,939
282,940
282,942
281,943
281,946
280,947
280,949
279,950
279,953
278,954
278,956
277,957
277,961
276,962
276,965
275,966
275,969
274,970
274,974
273,975
273,979
272,980
272,984
271,985
271,990
270,991
270,997
269,998
269,1004
268,1005
268,1011
267,1012
267,1022
266,1023
266,1035
265,1036
265,1053
264,1054
264,1076
265,1077
265,1094
266,1095
266,1109
267,1110
267,1119
268,1120
268,1127
269,1128
269,1134
270,1135
270,1142
271,1143
271,1148
272,1149
272,1153
273,1154
273,1159
274,1160
274,1165
275,1166
275,1169
276,1170
276,1174
277,1175
277,1179
278,1180
278,1184
279,1185
279,1188
280,1189
280,1193
281,1194
281,1198
282,1199
282,1203
283,1204
283,1207
284,1208
284,1212
285,1213
285,1216
286,1217
286,1220
287,1221
287,1224
288,1225
288,1228
289,1229
289,1231
290,1232
290,1235
291,1236
291,1238
292,1239
292,1241
293,1242
293,1244
294,1245
294,1246
295,1247
295,1249
296,1250
296,1251
297,1252
297,1253
298,1254
298,1255
300,1257
300,1258
301,1258
302,1259
307,1259
311,1255
311,1254
312,1253
312,1251
313,1250
313,1248
314,1247
314,1243
315,1242
315,1234
316,1233
316,1221
317,1220
317,1157
318,1156
318,1142
319,1141
319,1135
320,1134
320,1129
321,1128
321,1124
322,1123
322,1118
323,1117
323,1114
324,1113
324,1110
325,1109
325,1105
326,1104
326,1102
327,1101
327,1099
328,1098
328,1095
329,1094
329,1092
330,1091
330,1089
331,1088
331,1086
332,1085
332,1083
333,1082
333,1081
334,1080
334,1078
335,1077
335,1076
336,1075
336,1073
338,1071
338,1069
339,1068
339,1067
340,1066
340,1065
341,1064
341,1063
342,1062
342,1060
343,1059
343,1058
344,1057
344,1056
346,1054
346,1053
347,1052
347,1051
348,1050
348,1049
349,1048
349,1047
350,1046
350,1045
352,1043
352,1042
353,1041
353,1040
355,1038
355,1037
356,1036
356,1035
358,1033
358,1032
360,1030
360,1029
361,1028
361,1027
363,1025
363,1024
366,1021
366,1020
368,1018
368,1017
371,1014
371,1013
374,1010
374,1009
377,1006
377,1005
382,1000
382,999
387,994
387,993
395,985
395,984
426,953
427,953
437,943
438,943
445,936
446,936
451,931
452,931
457,926
458,926
462,922
463,922
467,918
468,918
472,914
473,914
477,910
478,910
482,906
483,906
486,903
487,903
490,900
491,900
495,896
496,896
499,893
500,893
503,890
504,890
507,887
508,887
511,884
512,884
515,881
516,881
519,878
520,878
523,875
524,875
527,872
528,872
531,869
532,869
535,866
536,866
539,863
540,863
543,860
544,860
547,857
548,857
551,854
552,854
555,851
556,851
560,847
561,847
564,844
565,844
569,840
570,840
573,837
574,837
578,833
579,833
583,829
584,829
588,825
589,825
594,820
595,820
600,815
601,815
607,809
608,809
615,802
616,802
631,787
632,787
632,786
634,784
635,784
636,783
636,782
637,781
638,781
639,780
639,779
650,768
650,767
656,761
656,760
660,756
660,755
664,751
664,750
667,747
667,746
670,743
670,742
672,740
672,739
674,737
674,736
676,734
676,733
678,731
678,730
680,728
680,727
681,726
681,725
683,723
683,722
684,721
684,720
686,718
686,717
688,715
688,714
690,712
690,711
692,709
692,708
695,705
695,704
699,700
699,699
706,692
707,692
709,690
710,690
711,689
712,690
713,690
715,692
715,693
716,694
716,707
715,708
715,713
714,714
714,718
713,719
713,722
712,723
712,726
711,727
711,730
710,731
710,734
709,735
709,737
708,738
708,741
707,742
707,744
706,745
706,746
705,747
705,750
704,751
704,753
703,754
703,755
702,756
702,758
701,759
701,760
700,761
700,762
699,763
699,765
698,766
698,768
696,770
696,772
695,773
695,774
694,775
694,776
693,777
693,778
692,779
692,780
691,781
691,782
690,783
690,784
689,785
689,786
688,787
688,788
687,789
687,790
686,791
686,792
685,793
685,794
684,795
684,796
682,798
682,799
681,800
681,801
680,802
680,803
678,805
678,806
677,807
677,808
676,809
676,810
674,812
674,813
673,814
673,815
671,817
671,818
670,819
670,820
668,822
668,823
666,825
666,826
664,828
664,829
662,831
662,832
661,833
661,834
659,836
659,837
657,839
657,840
654,843
654,844
653,845
653,846
650,849
650,850
648,852
648,853
646,855
646,856
644,858
644,859
642,861
642,862
640,864
640,865
637,868
637,869
635,871
635,872
633,874
633,875
631,877
631,878
629,880
629,881
626,884
626,885
625,886
625,887
622,890
622,891
621,892
621,893
619,895
619,896
617,898
617,899
615,901
615,902
614,903
614,904
612,906
612,907
610,909
610,910
609,911
609,912
608,913
608,914
606,916
606,917
605,918
605,919
604,920
604,921
602,923
602,924
601,925
601,926
600,927
600,928
599,929
599,930
598,931
598,932
597,933
597,934
596,935
596,936
595,937
595,939
594,940
594,941
593,942
593,944
592,945
592,946
591,947
591,949
590,950
590,952
589,953
589,955
588,956
588,958
587,959
587,962
586,963
586,966
585,967
585,971
584,972
584,983
583,984
583,990
584,991
584,1000
585,1001
585,1005
586,1006
586,1009
587,1010
587,1012
588,1013
588,1015
589,1016
589,1018
590,1019
590,1020
591,1021
591,1022
592,1023
592,1025
593,1026
593,1027
594,1028
594,1029
595,1030
595,1031
596,1032
596,1033
597,1034
597,1035
599,1037
599,1038
601,1040
601,1041
603,1043
603,1044
606,1047
606,1048
619,1061
620,1061
622,1063
623,1063
625,1065
626,1065
628,1067
629,1067
630,1068
631,1068
632,1069
634,1069
635,1070
636,1070
637,1071
639,1071
640,1072
642,1072
643,1073
645,1073
646,1074
650,1074
651,1075
655,1075
656,1076
678,1076
679,1075
684,1075
685,1074
689,1074
690,1073
694,1073
695,1072
697,1072
698,1071
700,1071
701,1070
704,1070
705,1069
707,1069
708,1068
709,1068
710,1067
712,1067
713,1066
715,1066
716,1065
717,1065
718,1064
719,1064
720,1063
722,1063
723,1062
724,1062
725,1061
726,1061
727,1060
728,1060
729,1059
730,1059
731,1058
732,1058
733,1057
734,1057
736,1055
737,1055
738,1054
739,1054
740,1053
741,1053
743,1051
744,1051
746,1049
747,1049
749,1047
750,1047
751,1046
752,1046
755,1043
756,1043
758,1041
759,1041
762,1038
763,1038
766,1035
767,1035
772,1030
773,1030
781,1022
782,1022
795,1009
795,1008
803,1000
803,999
807,995
807,994
810,991
810,990
812,988
812,987
815,984
815,983
817,981
817,980
818,979
818,978
820,976
820,975
821,974
821,973
822,972
822,971
823,970
823,969
825,967
825,966
826,965
826,964
827,963
827,962
828,961
828,960
830,958
830,957
831,956
831,955
833,953
833,952
836,949
836,948
841,943
843,943
844,942
845,943
846,943
849,946
849,948
850,949
850,978
849,979
849,986
848,987
848,992
847,993
847,997
846,998
846,1004
845,1005
845,1009
844,1010
844,1014
843,1015
843,1020
842,1021
842,1025
841,1026
841,1029
840,1030
840,1034
839,1035
839,1040
838,1041
838,1044
837,1045
837,1048
836,1049
836,1053
835,1054
835,1057
834,1058
834,1061
833,1062
833,1065
832,1066
832,1069
831,1070
831,1073
830,1074
830,1076
829,1077
829,1080
828,1081
828,1084
827,1085
827,1087
826,1088
826,1090
825,1091
825,1094
824,1095
824,1097
823,1098
823,1100
822,1101
822,1103
821,1104
821,1106
820,1107
820,1109
819,1110
819,1112
818,1113
818,1115
817,1116
817,1117
816,1118
816,1120
815,1121
815,1123
814,1124
814,1125
813,1126
813,1128
812,1129
812,1130
811,1131
811,1133
809,1135
809,1137
808,1138
808,1140
806,1142
806,1143
805,1144
805,1146
804,1147
804,1148
803,1149
803,1150
802,1151
802,1152
801,1153
801,1154
800,1155
800,1156
799,1157
799,1158
798,1159
798,1160
797,1161
797,1162
795,1164
795,1165
794,1166
794,1167
793,1168
793,1169
791,1171
791,1172
790,1173
790,1174
789,1175
789,1176
787,1178
787,1179
786,1180
786,1181
784,1183
784,1184
782,1186
782,1187
780,1189
780,1190
778,1192
778,1193
776,1195
776,1196
773,1199
773,1200
770,1203
770,1204
767,1207
767,1208
763,1212
763,1213
758,1218
758,1219
750,1227
750,1228
727,1251
726,1251
716,1261
715,1261
710,1266
709,1266
705,1270
704,1270
699,1275
698,1275
695,1278
694,1278
691,1281
690,1281
688,1283
687,1283
685,1285
684,1285
682,1287
681,1287
680,1288
679,1288
678,1289
677,1289
676,1290
675,1290
674,1291
673,1291
672,1292
671,1292
670,1293
669,1293
668,1294
667,1294
666,1295
665,1295
664,1296
663,1296
662,1297
661,1297
660,1298
658,1298
657,1299
656,1299
655,1300
654,1300
653,1301
651,1301
650,1302
649,1302
648,1303
646,1303
645,1304
644,1304
643,1305
641,1305
640,1306
639,1306
638,1307
637,1307
636,1308
635,1308
634,1309
633,1309
632,1310
631,1310
630,1311
629,1311
627,1313
626,1313
620,1319
620,1322
619,1323
619,1325
620,1326
620,1328
621,1329
624,1329
625,1330
629,1330
630,1331
650,1331
651,1330
662,1330
663,1329
673,1329
674,1328
683,1328
684,1327
689,1327
690,1326
696,1326
697,1325
702,1325
703,1324
707,1324
708,1323
711,1323
712,1322
716,1322
717,1321
721,1321
722,1320
725,1320
726,1319
729,1319
730,1318
732,1318
733,1317
736,1317
737,1316
739,1316
740,1315
743,1315
744,1314
747,1314
748,1313
749,1313
750,1312
753,1312
754,1311
756,1311
757,1310
759,1310
760,1309
762,1309
763,1308
764,1308
765,1307
767,1307
768,1306
770,1306
771,1305
773,1305
774,1304
775,1304
776,1303
778,1303
779,1302
780,1302
781,1301
783,1301
784,1300
785,1300
786,1299
788,1299
789,1298
791,1298
793,1296
795,1296
796,1295
797,1295
798,1294
799,1294
800,1293
802,1293
803,1292
804,1292
805,1291
806,1291
807,1290
808,1290
809,1289
810,1289
811,1288
812,1288
813,1287
814,1287
815,1286
816,1286
817,1285
818,1285
819,1284
820,1284
821,1283
822,1283
823,1282
824,1282
825,1281
826,1281
827,1280
828,1280
829,1279
830,1279
831,1278
832,1278
834,1276
835,1276
836,1275
837,1275
838,1274
839,1274
840,1273
841,1273
843,1271
844,1271
845,1270
846,1270
848,1268
849,1268
850,1267
851,1267
852,1266
853,1266
855,1264
856,1264
858,1262
859,1262
861,1260
862,1260
863,1259
864,1259
866,1257
867,1257
869,1255
870,1255
872,1253
873,1253
875,1251
876,1251
878,1249
879,1249
881,1247
882,1247
884,1245
885,1245
887,1243
888,1243
891,1240
892,1240
894,1238
895,1238
898,1235
899,1235
902,1232
903,1232
906,1229
907,1229
911,1225
912,1225
915,1222
916,1222
920,1218
921,1218
925,1214
926,1214
931,1209
932,1209
938,1203
939,1203
946,1196
947,1196
956,1187
957,1187
975,1169
976,1169
986,1159
986,1158
1002,1142
1002,1141
1014,1129
1014,1128
1021,1121
1021,1120
1028,1113
1028,1112
1032,1108
1032,1107
1037,1102
1037,1101
1041,1097
1041,1096
1046,1091
1046,1090
1049,1087
1049,1086
1053,1082
1053,1081
1056,1078
1056,1077
1060,1073
1060,1072
1063,1069
1063,1068
1066,1065
1066,1064
1068,1062
1068,1061
1071,1058
1071,1057
1074,1054
1074,1053
1076,1051
1076,1050
1079,1047
1079,1046
1081,1044
1081,1043
1084,1040
1084,1039
1086,1037
1086,1036
1088,1034
1088,1033
1090,1031
1090,1030
1092,1028
1092,1027
1094,1025
1094,1024
1096,1022
1096,1021
1098,1019
1098,1018
1100,1016
1100,1015
1102,1013
1102,1012
1104,1010
1104,1009
1105,1008
1105,1007
1107,1005
1107,1004
1109,1002
1109,1001
1111,999
1111,998
1112,997
1112,996
1114,994
1114,993
1115,992
1115,991
1117,989
1117,988
1119,986
1119,985
1120,984
1120,983
1122,981
1122,980
1123,979
1123,978
1125,976
1125,975
1126,974
1126,973
1127,972
1127,971
1129,969
1129,968
1130,967
1130,966
1131,965
1131,964
1133,962
1133,961
1134,960
1134,959
1135,958
1135,957
1136,956
1136,955
1138,953
1138,952
1139,951
1139,950
1140,949
1140,948
1141,947
1141,946
1142,945
1142,944
1143,943
1143,942
1145,940
1145,939
1146,938
1146,937
1147,936
1147,935
1148,934
1148,933
1149,932
1149,931
1150,930
1150,929
1151,928
1151,927
1152,926
1152,925
1153,924
1153,923
1154,922
1154,921
1155,920
1155,919
1156,918
1156,917
1157,916
1157,915
1158,914
1158,913
1159,912
1159,911
1160,910
1160,909
1161,908
1161,907
1162,906
1162,905
1163,904
1163,902
1164,901
1164,900
1165,899
1165,898
1166,897
1166,896
1167,895
1167,894
1168,893
1168,892
1169,891
1169,889
1170,888
1170,887
1171,886
1171,884
1173,882
1173,880
1174,879
1174,878
1175,877
1175,875
1176,874
1176,873
1177,872
1177,870
1179,868
1179,866
1180,865
1180,863
1181,862
1181,861
1182,860
1182,858
1183,857
1183,856
1184,855
1184,853
1185,852
1185,851
1186,850
1186,848
1187,847
1187,845
1188,844
1188,843
1189,842
1189,840
1190,839
1190,837
1191,836
1191,834
1192,833
1192,832
1193,831
1193,829
1194,828
1194,826
1195,825
1195,823
1196,822
1196,820
1197,819
1197,817
1198,816
1198,814
1199,813
1199,811
1200,810
1200,808
1201,807
1201,804
1202,803
1202,801
1203,800
1203,798
1204,797
1204,795
1205,794
1205,792
1206,791
1206,789
1207,788
1207,786
1208,785
1208,770
1207,769
1207,768
1204,765
1203,765
1202,764
1198,764
1197,765
1195,765
1194,766
1193,766
1191,768
1190,768
1185,773
1184,773
1172,785
1171,785
1165,791
1164,791
1160,795
1159,795
1155,799
1154,799
1151,802
1150,802
1147,805
1146,805
1143,808
1142,808
1140,810
1139,810
1136,813
1135,813
1133,815
1132,815
1130,817
1129,817
1127,819
1126,819
1124,821
1123,821
1122,822
1121,822
1119,824
1118,824
1117,825
1116,825
1114,827
1113,827
1112,828
1111,828
1110,829
1109,829
1107,831
1106,831
1105,832
1104,832
1103,833
1102,833
1101,834
1100,834
1098,836
1096,836
1095,837
1094,837
1092,839
1090,839
1089,840
1088,840
1086,842
1084,842
1083,843
1082,843
1081,844
1079,844
1078,845
1077,845
1076,846
1074,846
1073,847
1072,847
1071,848
1069,848
1068,849
1066,849
1065,850
1062,850
1061,851
1060,851
1059,852
1056,852
1055,853
1052,853
1051,854
1048,854
1047,855
1043,855
1042,856
1038,856
1037,857
1032,857
1031,858
1023,858
1022,859
992,859
991,858
986,858
985,857
980,857
979,856
976,856
975,855
973,855
972,854
969,854
968,853
966,853
965,852
964,852
963,851
962,851
961,850
960,850
959,849
958,849
957,848
956,848
955,847
954,847
953,846
952,846
950,844
949,844
947,842
946,842
942,838
941,838
932,829
932,828
928,824
928,823
926,821
926,820
924,818
924,817
922,815
922,813
920,811
920,810
919,809
919,808
918,807
918,805
917,804
917,803
916,802
916,800
915,799
915,797
914,796
914,794
913,793
913,790
912,789
912,785
911,784
911,780
910,779
910,773
909,772
909,759
908,758
908,750
909,749
909,738
910,737
910,733
911,732
911,728
912,727
912,724
913,723
913,721
914,720
914,718
915,717
915,715
916,714
916,713
917,712
917,710
918,709
918,708
919,707
919,706
920,705
920,704
921,703
921,702
922,701
922,699
924,697
924,696
925,695
925,694
926,693
926,692
928,690
928,689
929,688
929,687
931,685
931,684
933,682
933,681
935,679
935,678
937,676
937,675
939,673
939,672
943,668
943,667
946,664
946,663
951,658
951,657
957,651
957,650
988,619
989,619
997,611
998,611
1004,605
1005,605
1010,600
1011,600
1016,595
1017,595
1021,591
1022,591
1026,587
1027,587
1031,583
1032,583
1035,580
1036,580
1040,576
1041,576
1044,573
1045,573
1048,570
1049,570
1052,567
1053,567
1056,564
1057,564
1060,561
1061,561
1064,558
1065,558
1067,556
1068,556
1071,553
1072,553
1075,550
1076,550
1078,548
1079,548
1082,545
1083,545
1086,542
1087,542
1089,540
1090,540
1092,538
1093,538
1096,535
1097,535
1099,533
1100,533
1103,530
1104,530
1106,528
1107,528
1109,526
1110,526
1113,523
1114,523
1116,521
1117,521
1120,518
1121,518
1123,516
1124,516
1126,514
1127,514
1129,512
1130,512
1133,509
1134,509
1136,507
1137,507
1139,505
1140,505
1143,502
1144,502
1146,500
1147,500
1149,498
1150,498
1153,495
1154,495
1156,493
1157,493
1160,490
1161,490
1163,488
1164,488
1166,486
1167,486
1170,483
1171,483
1173,481
1174,481
1177,478
1178,478
1180,476
1181,476
1184,473
1185,473
1188,470
1189,470
1192,467
1193,467
1195,465
1196,465
1199,462
1200,462
1203,459
1204,459
1207,456
1208,456
1211,453
1212,453
1215,450
1216,450
1219,447
1220,447
1224,443
1225,443
1228,440
1229,440
1233,436
1234,436
1239,431
1240,431
1244,427
1245,427
1250,422
1251,422
1258,415
1259,415
1269,405
1270,405
1288,387
1288,386
1295,379
1295,378
1301,372
1301,371
1304,368
1304,367
1307,364
1307,363
1309,361
1309,360
1311,358
1311,357
1313,355
1313,354
1315,352
1315,351
1316,350
1316,349
1318,347
1318,346
1319,345
1319,344
1320,343
1320,342
1321,341
1321,340
1322,339
1322,337
1324,335
1324,333
1325,332
1325,330
1326,329
1326,327
1327,326
1327,324
1328,323
1328,321
1329,320
1329,318
1330,317
1330,315
1331,314
1331,311
1332,310
1332,307
1333,306
1333,301
1334,300
1334,296
1335,295
1335,281
1334,280
1334,278
1333,277
1333,274
1331,272
1331,271
1330,270
1329,270
1328,269
1326,269
1325,268
