x,y
399,227
398,226
398,225
397,224
397,221
396,220
396,219
395,218
395,215
394,214
394,213
393,212
393,209
392,208
392,205
391,204
391,203
390,202
390,201
389,200
389,197
388,196
388,195
386,193
386,192
382,188
381,188
379,186
377,186
376,185
375,185
374,184
367,184
366,183
365,183
364,184
357,184
356,185
355,185
354,186
352,186
350,188
349,188
346,191
346,192
344,194
344,196
342,198
342,200
341,201
341,202
340,203
340,206
339,207
339,208
338,209
338,212
337,213
337,214
336,215
336,218
335,219
335,221
334,222
334,224
333,225
333,227
332,228
332,230
331,231
331,233
330,234
330,236
329,237
329,239
328,240
328,244
327,245
327,246
326,247
326,250
325,251
325,252
324,253
324,256
323,257
323,258
322,259
322,262
321,263
321,264
320,265
320,268
319,269
319,271
318,272
318,274
317,275
317,277
316,278
316,280
315,281
315,283
314,284
314,286
313,287
313,289
312,290
312,294
311,295
311,296
310,297
310,300
309,301
309,302
308,303
308,306
307,307
307,308
306,309
306,312
305,313
305,315
304,316
304,318
303,319
303,321
302,322
302,324
301,325
301,327
300,328
300,330
299,331
299,333
298,334
298,336
297,337
297,340
296,341
296,344
295,345
295,346
294,347
294,350
293,351
293,352
292,353
292,356
291,357
291,358
290,359
290,362
289,363
289,365
288,366
288,368
287,369
287,371
286,372
286,374
285,375
285,377
284,378
284,380
283,381
283,383
282,384
282,386
281,387
281,390
280,391
280,394
279,395
279,396
278,397
278,400
277,401
277,402
276,403
276,406
275,407
275,408
274,409
274,412
273,413
273,415
272,416
272,418
271,419
271,421
270,422
270,424
269,425
269,427
268,428
268,430
267,431
267,433
266,434
266,438
265,439
265,440
264,441
264,444
263,445
263,446
262,447
262,450
261,451
261,452
260,453
260,456
259,457
259,458
258,459
258,462
257,463
257,465
256,466
256,468
255,469
255,471
254,472
254,474
253,475
253,477
252,478
252,480
251,481
251,483
250,484
250,488
249,489
249,490
248,491
248,494
247,495
247,496
246,497
246,500
245,501
245,502
244,503
244,506
243,507
243,508
242,509
242,512
241,513
241,515
240,516
240,518
239,519
239,521
238,522
238,524
237,525
237,527
236,528
236,530
235,531
235,533
234,534
234,538
233,539
233,540
232,541
232,544
231,545
231,546
230,547
230,550
229,551
229,552
228,553
228,556
227,557
227,559
226,560
226,562
225,563
225,565
224,566
224,568
223,569
223,571
222,572
222,574
221,575
221,577
220,578
220,580
219,581
219,584
218,585
218,588
217,589
217,590
216,591
216,594
215,595
215,596
214,597
214,600
213,601
213,602
212,603
212,606
211,607
211,609
210,610
210,612
209,613
209,615
208,616
208,618
207,619
207,621
206,622
206,624
205,625
205,627
204,628
204,630
203,631
203,634
202,635
202,638
201,639
201,640
200,641
200,644
199,645
199,646
198,647
198,650
197,651
197,652
196,653
196,656
195,657
195,659
194,660
194,662
193,663
193,665
192,666
192,668
191,669
191,671
190,672
190,674
189,675
189,677
188,678
188,682
187,683
187,684
186,685
186,688
185,689
185,690
184,691
184,694
183,695
183,696
182,697
182,700
181,701
181,702
180,703
180,706
179,707
179,709
178,710
178,712
177,713
177,715
176,716
176,718
175,719
175,721
174,722
174,724
173,725
173,727
172,728
172,732
171,733
171,734
170,735
170,736
169,737
19,737
18,736
18,735
19,734
19,733
20,732
20,730
21,729
21,725
22,724
22,723
23,722
23,719
24,718
24,717
25,716
25,713
26,712
26,711
27,710
27,707
28,706
28,705
29,704
29,701
30,700
30,698
31,697
31,695
32,694
32,692
33,691
33,689
34,688
34,686
35,685
35,683
36,682
36,679
37,678
37,675
38,674
38,673
39,672
39,669
40,668
40,667
41,666
41,663
42,662
42,661
43,660
43,657
44,656
44,654
45,653
45,651
46,650
46,648
47,647
47,645
48,644
48,642
49,641
49,639
50,638
50,636
51,635
51,633
52,632
52,629
53,628
53,625
54,624
54,623
55,622
55,619
56,618
56,617
57,616
57,613
58,612
58,611
59,610
59,607
60,606
60,604
61,603
61,601
62,600
62,598
63,597
63,595
64,594
64,592
65,591
65,589
66,588
66,586
67,585
67,583
68,582
68,579
69,578
69,575
70,574
70,573
71,572
71,569
72,568
72,567
73,566
73,563
74,562
74,561
75,560
75,557
76,556
76,554
77,553
77,551
78,550
78,548
79,547
79,545
80,544
80,542
81,541
81,539
82,538
82,536
83,535
83,531
84,530
84,529
85,528
85,525
86,524
86,523
87,522
87,519
88,518
88,517
89,516
89,513
90,512
90,511
91,510
91,507
92,506
92,504
93,503
93,501
94,500
94,498
95,497
95,495
96,494
96,492
97,491
97,489
98,488
98,486
99,485
99,481
100,480
100,479
101,478
101,475
102,474
102,473
103,472
103,469
104,468
104,467
105,466
105,463
106,462
106,460
107,459
107,457
108,456
108,454
109,453
109,451
110,450
110,448
111,447
111,445
112,444
112,442
113,441
113,439
114,438
114,435
115,434
115,431
116,430
116,429
117,428
117,425
118,424
118,423
119,422
119,419
120,418
120,417
121,416
121,413
122,412
122,410
123,409
123,407
124,406
124,404
125,403
125,401
126,400
126,398
127,397
127,395
128,394
128,392
129,391
129,389
130,388
130,385
131,384
131,381
132,380
132,379
133,378
133,375
134,374
134,373
135,372
135,369
136,368
136,367
137,366
137,363
138,362
138,360
139,359
139,357
140,356
140,354
141,353
141,351
142,350
142,348
143,347
143,345
144,344
144,342
145,341
145,339
146,338
146,335
147,334
147,331
148,330
148,329
149,328
149,325
150,324
150,323
151,322
151,319
152,318
152,317
153,316
153,313
154,312
154,310
155,309
155,307
156,306
156,304
157,303
157,301
158,300
158,298
159,297
159,295
160,294
160,292
161,291
161,287
162,286
162,285
163,284
163,281
164,280
164,279
165,278
165,275
166,274
166,273
167,272
167,269
168,268
168,267
169,266
169,263
170,262
170,260
171,259
171,257
172,256
172,254
173,253
173,251
174,250
174,248
175,247
175,245
176,244
176,242
177,241
177,237
178,236
178,235
179,234
179,231
180,230
180,229
181,228
181,225
182,224
182,223
183,222
183,219
184,218
184,216
185,215
185,213
186,212
186,210
187,209
187,207
188,206
188,204
189,203
189,201
190,200
190,198
191,197
191,195
192,194
192,191
193,190
193,187
194,186
194,185
195,184
195,181
196,180
196,179
197,178
197,175
198,174
198,173
199,172
199,169
200,168
200,166
201,165
201,163
202,162
202,160
203,159
203,157
204,156
204,154
205,153
205,151
206,150
206,148
207,147
207,145
208,144
208,143
209,142
209,141
210,140
210,138
211,137
211,135
212,134
212,133
213,132
213,131
214,130
214,129
215,128
215,127
216,126
216,125
217,124
217,123
218,122
218,121
219,120
219,119
220,118
220,117
221,116
221,115
223,113
223,111
226,108
226,107
227,106
227,105
230,102
230,101
231,100
231,99
232,98
233,98
233,97
237,93
237,92
252,77
253,77
259,71
260,71
262,69
263,69
265,67
266,67
266,66
267,65
268,65
269,64
270,64
271,63
272,63
272,62
273,61
275,61
277,59
279,59
281,57
282,57
283,56
284,56
285,55
287,55
289,53
291,53
292,52
294,52
295,51
296,51
297,50
298,50
299,49
302,49
303,48
304,48
305,47
308,47
309,46
312,46
313,45
316,45
317,44
320,44
321,43
326,43
327,42
332,42
333,41
342,41
343,40
356,40
357,39
360,39
361,40
362,40
363,39
368,39
369,40
370,40
371,39
374,39
375,40
388,40
389,41
398,41
399,42
404,42
405,43
410,43
411,44
414,44
415,45
418,45
419,46
422,46
423,47
426,47
427,48
428,48
429,49
432,49
433,50
434,50
435,51
438,51
440,53
442,53
443,54
444,54
445,55
446,55
447,56
448,56
449,57
450,57
451,58
452,58
453,59
454,59
456,61
458,61
461,64
462,64
463,65
464,65
467,68
468,68
471,71
472,71
477,76
478,76
495,93
495,94
500,99
500,100
502,102
502,103
504,105
504,106
505,106
506,107
506,109
508,111
508,112
509,113
509,114
510,115
510,116
511,117
511,118
512,119
512,120
513,120
514,121
514,123
516,125
516,128
517,129
517,130
518,131
518,132
519,133
519,134
520,135
520,137
522,139
522,142
523,143
523,144
524,145
524,147
525,148
525,150
526,151
526,153
527,154
527,156
528,157
528,159
529,160
529,162
530,163
530,165
531,166
531,168
532,169
532,171
533,172
533,174
534,175
534,177
535,178
535,180
536,181
536,184
537,185
537,186
538,187
538,190
539,191
539,192
540,193
540,196
541,197
541,198
542,199
542,202
543,203
543,204
544,205
544,209
545,210
545,212
546,213
546,215
547,216
547,218
548,219
548,221
549,222
549,224
550,225
550,227
551,228
551,230
552,231
552,234
553,235
553,236
554,237
554,240
555,241
555,242
556,243
556,246
557,247
557,248
558,249
558,252
559,253
559,256
560,257
560,259
561,260
561,262
562,263
562,265
563,266
563,268
564,269
564,271
565,272
565,274
566,275
566,277
567,278
567,280
568,281
568,284
569,285
569,286
570,287
570,290
571,291
571,292
572,293
572,296
573,297
573,298
574,299
574,302
575,303
575,306
576,307
576,309
577,310
577,312
578,313
578,315
579,316
579,318
580,319
580,321
581,322
581,324
582,325
582,327
583,328
583,330
584,331
584,334
585,335
585,336
586,337
586,340
587,341
587,342
588,343
588,346
589,347
589,348
590,349
590,353
591,354
591,356
592,357
592,359
593,360
593,362
594,363
594,365
595,366
595,368
596,369
596,371
597,372
597,374
598,375
598,378
599,379
599,380
600,381
600,384
601,385
601,386
602,387
602,390
603,391
603,392
604,393
604,396
605,397
605,398
606,399
606,403
607,404
607,406
608,407
608,409
609,410
609,412
610,413
610,415
611,416
611,418
612,419
612,421
613,422
613,424
614,425
614,428
615,429
615,430
616,431
616,434
617,435
617,436
618,437
618,440
619,441
619,442
620,443
620,446
621,447
621,448
622,449
622,453
623,454
623,456
624,457
624,459
625,460
625,462
626,463
626,465
627,466
627,468
628,469
628,471
629,472
629,474
630,475
630,478
631,479
631,480
632,481
632,484
633,485
633,486
634,487
634,490
635,491
635,492
636,493
636,496
637,497
637,500
638,501
638,503
639,504
639,506
640,507
640,509
641,510
641,512
642,513
642,515
643,516
643,518
644,519
644,521
645,522
645,524
646,525
646,528
647,529
647,530
648,531
648,534
649,535
649,536
650,537
650,540
651,541
651,542
652,543
652,546
653,547
653,550
654,551
654,553
655,554
655,556
656,557
656,559
657,560
657,562
658,563
658,565
659,566
659,568
660,569
660,572
661,573
661,574
662,575
662,578
663,579
663,580
664,581
664,584
665,585
665,586
666,587
666,590
667,591
667,592
668,593
668,597
669,598
669,600
670,601
670,603
671,604
671,606
672,607
672,609
673,610
673,612
674,613
674,615
675,616
675,618
676,619
676,622
677,623
677,624
678,625
678,628
679,629
679,630
680,631
680,634
681,635
681,636
682,637
682,640
683,641
683,642
684,643
684,647
685,648
685,650
686,651
686,653
687,654
687,656
688,657
688,659
689,660
689,662
690,663
690,665
691,666
691,668
692,669
692,672
693,673
693,674
694,675
694,678
695,679
695,680
696,681
696,684
697,685
697,686
698,687
698,690
699,691
699,694
700,695
700,697
701,698
701,700
702,701
702,703
703,704
703,706
704,707
704,709
705,710
705,712
706,713
706,715
707,716
707,718
708,719
708,722
709,723
709,724
710,725
710,730
711,730
710,729
710,725
709,724
709,722
708,721
708,719
707,718
707,715
706,714
706,713
705,712
705,709
704,708
704,707
703,706
703,703
702,702
702,701
701,700
701,697
700,696
700,695
699,694
699,690
698,689
698,687
697,686
697,684
696,683
696,681
695,680
695,678
694,677
694,675
693,674
693,672
692,671
692,669
691,668
691,665
690,664
690,663
689,662
689,659
688,658
688,657
687,656
687,653
686,652
686,651
685,650
685,647
684,646
684,643
683,642
683,640
682,639
682,637
681,636
681,634
680,633
680,631
679,630
679,628
678,627
678,625
677,624
677,622
676,621
676,619
675,618
675,615
674,614
674,613
673,612
673,609
672,608
672,607
671,606
671,603
670,602
670,601
669,600
669,597
668,596
668,593
667,592
667,590
666,589
666,587
665,586
665,584
664,583
664,581
663,580
663,578
662,577
662,575
661,574
661,572
660,571
660,569
659,568
659,565
658,564
658,563
657,562
657,559
656,558
656,557
655,556
655,553
654,552
654,551
653,550
653,546
652,545
652,543
651,542
651,540
650,539
650,537
649,536
649,534
648,533
648,531
647,530
647,528
646,527
646,525
645,524
645,521
644,520
644,519
643,518
643,515
642,514
642,513
641,512
641,509
640,508
640,507
639,506
639,503
638,502
638,501
637,500
637,496
636,495
636,493
635,492
635,490
634,489
634,487
633,486
633,484
632,483
632,481
631,480
631,478
630,477
630,475
629,474
629,471
628,470
628,469
627,468
627,465
626,464
626,463
625,462
625,459
624,458
624,457
623,456
623,453
622,452
622,449
621,448
621,446
620,445
620,443
619,442
619,440
618,439
618,437
617,436
617,434
616,433
616,431
615,430
615,428
614,427
614,425
613,424
613,421
612,420
612,419
611,418
611,415
610,414
610,413
609,412
609,409
608,408
608,407
607,406
607,403
606,402
606,399
605,398
605,396
604,395
604,393
603,392
603,390
602,389
602,387
601,386
601,384
600,383
600,381
599,380
599,378
598,377
598,375
597,374
597,371
596,370
596,369
595,368
595,365
594,364
594,363
593,362
593,359
592,358
592,357
591,356
591,353
590,352
590,349
589,348
589,346
588,345
588,343
587,342
587,340
586,339
586,337
585,336
585,334
584,333
584,331
583,330
583,327
582,326
582,325
581,324
581,321
580,320
580,319
579,318
579,315
578,314
578,313
577,312
577,309
576,308
576,307
575,306
575,302
574,301
574,299
573,298
573,296
572,295
572,293
571,292
571,290
570,289
570,287
569,286
569,284
568,283
568,281
567,280
567,277
566,276
566,275
565,274
565,271
564,270
564,269
563,268
563,265
562,264
562,263
561,262
561,259
560,258
560,257
559,256
559,252
558,251
558,249
557,248
557,246
556,245
556,243
555,242
555,240
554,239
554,237
553,236
553,234
552,233
552,231
551,230
551,227
550,226
550,225
549,224
549,221
548,220
548,219
547,218
547,215
546,214
546,213
545,212
545,209
544,208
544,205
543,204
543,202
542,201
542,199
541,198
541,196
540,195
540,193
539,192
539,190
538,189
538,187
537,186
537,184
536,183
536,181
535,180
535,177
534,176
534,175
533,174
533,171
532,170
532,169
531,168
531,165
530,164
530,163
529,162
529,159
528,158
528,157
527,156
527,153
526,152
526,151
525,150
525,147
524,146
524,145
523,144
523,142
522,141
522,139
521,138
521,137
520,136
520,135
519,134
519,132
517,130
517,128
516,127
516,125
515,124
515,123
514,122
514,121
511,118
511,116
509,114
509,112
507,110
507,109
506,108
506,107
503,104
503,103
502,102
502,101
499,98
499,97
495,93
495,92
479,76
478,76
474,72
473,72
469,68
468,68
466,66
465,66
463,64
461,64
460,63
460,62
459,62
458,61
457,61
456,60
455,60
453,58
451,58
449,56
447,56
445,54
443,54
442,53
441,53
440,52
439,52
438,51
436,51
435,50
433,50
432,49
430,49
429,48
427,48
426,47
424,47
423,46
419,46
418,45
415,45
414,44
411,44
410,43
405,43
404,42
399,42
398,41
389,41
388,40
375,40
374,39
371,39
370,40
369,40
368,39
363,39
362,40
361,40
360,39
